epoch 1, training...
batch No.984, time cost : 5.357133865356445, loss is : 0.7143145755143065
batch No.985, time cost : 5.376574754714966, loss is : 0.5219701425841119
batch No.986, time cost : 5.361367702484131, loss is : 1.11523318198075
batch No.987, time cost : 5.343475580215454, loss is : 0.6718993966136279
batch No.988, time cost : 5.3827502727508545, loss is : 0.641405133414
batch No.989, time cost : 5.3829381465911865, loss is : 0.7380186367946406
batch No.990, time cost : 5.371678113937378, loss is : 0.6946622233062951
batch No.991, time cost : 5.400241851806641, loss is : 0.8775608810667068
batch No.992, time cost : 5.350191354751587, loss is : 0.8605749678957988
batch No.993, time cost : 5.333633184432983, loss is : 0.6586277138776759
batch No.994, time cost : 5.3456666469573975, loss is : 0.9166873233691177
batch No.995, time cost : 5.3719401359558105, loss is : 0.9530713950024148
batch No.996, time cost : 5.3685057163238525, loss is : 0.9428863006985764
batch No.997, time cost : 5.369257211685181, loss is : 0.796524601282715
batch No.998, time cost : 5.346143484115601, loss is : 0.8478007499145532
batch No.999, time cost : 5.34305477142334, loss is : 0.6454651462219023
batch No.1000, time cost : 5.400693893432617, loss is : 0.7214843367394732
batch No.1001, time cost : 5.382258415222168, loss is : 0.5415174385005093
batch No.1002, time cost : 5.36950421333313, loss is : 1.093600695180788
batch No.1003, time cost : 5.401001214981079, loss is : 0.8662537874924909
batch No.1004, time cost : 5.35428786277771, loss is : 0.6977565263830422
batch No.1005, time cost : 5.364401578903198, loss is : 1.1081475254526612
batch No.1006, time cost : 5.373833417892456, loss is : 0.8538142615048545
batch No.1007, time cost : 5.415183782577515, loss is : 1.133476650284075
batch No.1008, time cost : 5.386538982391357, loss is : 1.0997284237487261
batch No.1009, time cost : 5.329306602478027, loss is : 0.7555974937912455
batch No.1010, time cost : 5.370978832244873, loss is : 0.8180849193596617
batch No.1011, time cost : 5.399461030960083, loss is : 0.8361649199534981
batch No.1012, time cost : 5.384116172790527, loss is : 0.8068118056278089
batch No.1013, time cost : 5.389251470565796, loss is : 0.8376650725177157
batch No.1014, time cost : 5.354285001754761, loss is : 0.7858952959395739
batch No.1015, time cost : 5.376502990722656, loss is : 0.9553360708176242
batch No.1016, time cost : 5.382614850997925, loss is : 0.9967412821103138
batch No.1017, time cost : 5.359658241271973, loss is : 0.7386727421590172
batch No.1018, time cost : 5.373150110244751, loss is : 0.7380048870464007
batch No.1019, time cost : 5.359825849533081, loss is : 0.44528996744719973
batch No.1020, time cost : 5.352005243301392, loss is : 0.9980046083627734
batch No.1021, time cost : 5.368571519851685, loss is : 0.8113009596169178
batch No.1022, time cost : 5.3562304973602295, loss is : 0.7826632259937254
batch No.1023, time cost : 5.3705737590789795, loss is : 0.8740816159334839
batch No.1024, time cost : 5.365901470184326, loss is : 0.7999854537987781
batch No.1025, time cost : 5.399101972579956, loss is : 0.6384419966723601
batch No.1026, time cost : 5.352553367614746, loss is : 0.9074379478556942
batch No.1027, time cost : 5.34112286567688, loss is : 1.0514587210198165
batch No.1028, time cost : 5.392429351806641, loss is : 0.9784554828546246
batch No.1029, time cost : 5.34246826171875, loss is : 0.587660839229754
batch No.1030, time cost : 5.389192342758179, loss is : 0.8339347469724838
batch No.1031, time cost : 5.369658470153809, loss is : 0.49301955476079595
batch No.1032, time cost : 5.342002868652344, loss is : 0.7071039536791632
batch No.1033, time cost : 5.3706324100494385, loss is : 0.6823673934906902
batch No.1034, time cost : 5.339851140975952, loss is : 0.5903068515321841
batch No.1035, time cost : 5.356203079223633, loss is : 0.6116905318840193
batch No.1036, time cost : 5.397850275039673, loss is : 0.5154664905223094
batch No.1037, time cost : 5.376938819885254, loss is : 0.7371989298149664
batch No.1038, time cost : 5.348040580749512, loss is : 0.8593639518661423
batch No.1039, time cost : 5.411797523498535, loss is : 0.7752984473874581
batch No.1040, time cost : 5.374370336532593, loss is : 0.5538101627276347
batch No.1041, time cost : 5.367947816848755, loss is : 0.6468504797774237
batch No.1042, time cost : 5.342599391937256, loss is : 0.6708719029495269
batch No.1043, time cost : 5.391572952270508, loss is : 0.7449265883889806
batch No.1044, time cost : 5.375694274902344, loss is : 0.6410217834796954
batch No.1045, time cost : 5.394603252410889, loss is : 0.564921349259182
batch No.1046, time cost : 5.355001211166382, loss is : 0.7318625138704735
batch No.1047, time cost : 5.338483095169067, loss is : 0.7488315468143096
batch No.1048, time cost : 5.3437769412994385, loss is : 0.7729942479956009
batch No.1049, time cost : 5.343764781951904, loss is : 0.9868111609735195
batch No.1050, time cost : 5.367288827896118, loss is : 0.9199527290129332
batch No.1051, time cost : 5.337613582611084, loss is : 0.805483812005731
batch No.1052, time cost : 5.367056131362915, loss is : 0.42704775897089753
batch No.1053, time cost : 5.3492515087127686, loss is : 0.8104318417887192
batch No.1054, time cost : 5.354228258132935, loss is : 0.7641187863230393
batch No.1055, time cost : 5.3776209354400635, loss is : 0.5764954109365045
batch No.1056, time cost : 5.377155303955078, loss is : 0.6851576357352669
batch No.1057, time cost : 5.357932090759277, loss is : 0.7003657911190867
batch No.1058, time cost : 5.361042737960815, loss is : 0.8177327178998892
batch No.1059, time cost : 5.348099231719971, loss is : 0.97893253643841
batch No.1060, time cost : 5.356428623199463, loss is : 1.1410241853938787
batch No.1061, time cost : 5.370588064193726, loss is : 0.8711957084896441
batch No.1062, time cost : 5.343911647796631, loss is : 0.46660206946259225
batch No.1063, time cost : 5.37970495223999, loss is : 0.5526655964436732
batch No.1064, time cost : 5.3566813468933105, loss is : 0.7398677944928003
batch No.1065, time cost : 5.353772401809692, loss is : 0.6659431968346126
batch No.1066, time cost : 5.331727981567383, loss is : 0.6299291400634495
batch No.1067, time cost : 5.380428791046143, loss is : 0.876432707313606
batch No.1068, time cost : 5.363975524902344, loss is : 0.5029706513810526
batch No.1069, time cost : 5.335038185119629, loss is : 0.9261674491365467
batch No.1070, time cost : 5.38249659538269, loss is : 1.0993935669565622
batch No.1071, time cost : 5.3929362297058105, loss is : 1.016284826014532
batch No.1072, time cost : 5.353360176086426, loss is : 0.9155337911096072
batch No.1073, time cost : 5.397065162658691, loss is : 0.9424093944814961
batch No.1074, time cost : 5.336960077285767, loss is : 0.7048022150375295
batch No.1075, time cost : 5.37340235710144, loss is : 0.703568940806153
batch No.1076, time cost : 5.3742921352386475, loss is : 0.6729455215204294
batch No.1077, time cost : 5.3330466747283936, loss is : 1.0550430651520561
batch No.1078, time cost : 5.365957260131836, loss is : 0.8325027411604714
batch No.1079, time cost : 5.3737852573394775, loss is : 0.6607960999936562
batch No.1080, time cost : 5.365983724594116, loss is : 0.6317555734063314
batch No.1081, time cost : 5.364764451980591, loss is : 0.7099292843991183
batch No.1082, time cost : 5.376580238342285, loss is : 0.6684323355240929
batch No.1083, time cost : 5.339485168457031, loss is : 0.7437129179271453
batch No.1084, time cost : 5.378100395202637, loss is : 0.5736218528984811
batch No.1085, time cost : 5.380100250244141, loss is : 0.7732461859664386
batch No.1086, time cost : 5.343809127807617, loss is : 0.6782228358748252
batch No.1087, time cost : 5.362780332565308, loss is : 0.5035780880659271
batch No.1088, time cost : 5.32274866104126, loss is : 0.8361148623734117
batch No.1089, time cost : 5.320573091506958, loss is : 0.7042595454591867
batch No.1090, time cost : 5.352816820144653, loss is : 0.831170649304247
batch No.1091, time cost : 5.380472421646118, loss is : 0.8748157089677205
batch No.1092, time cost : 5.357985019683838, loss is : 0.6238773275986365
batch No.1093, time cost : 5.328191041946411, loss is : 0.6460186463799538
batch No.1094, time cost : 5.338733196258545, loss is : 0.6341700168655835
batch No.1095, time cost : 5.441419839859009, loss is : 0.9851332431175033
batch No.1096, time cost : 5.365128755569458, loss is : 1.1650491440022985
batch No.1097, time cost : 5.352234840393066, loss is : 0.7121371712221499
batch No.1098, time cost : 5.328532457351685, loss is : 1.0972202440697323
batch No.1099, time cost : 5.3365185260772705, loss is : 0.8785652646486285
batch No.1100, time cost : 5.360180377960205, loss is : 0.6699240838024854
batch No.1101, time cost : 5.351401090621948, loss is : 1.0411812793761577
batch No.1102, time cost : 5.371412992477417, loss is : 0.9802639451581383
batch No.1103, time cost : 5.332824230194092, loss is : 0.8792550659013901
batch No.1104, time cost : 5.336909770965576, loss is : 0.8040121850360642
batch No.1105, time cost : 5.347283840179443, loss is : 1.020695305455145
batch No.1106, time cost : 5.378082990646362, loss is : 0.5905901372910598
batch No.1107, time cost : 5.352379322052002, loss is : 0.8609355808495982
batch No.1108, time cost : 5.374094009399414, loss is : 0.7874357495105446
batch No.1109, time cost : 5.329865455627441, loss is : 0.9438889748482009
batch No.1110, time cost : 5.331360578536987, loss is : 0.954801482096127
batch No.1111, time cost : 5.359416961669922, loss is : 0.9612690909257
batch No.1112, time cost : 5.366838455200195, loss is : 1.1544714725827872
batch No.1113, time cost : 5.3130011558532715, loss is : 0.9008827152929825
batch No.1114, time cost : 5.38336443901062, loss is : 0.8720088765165404
batch No.1115, time cost : 5.36567759513855, loss is : 0.7050397536953501
batch No.1116, time cost : 5.345219373703003, loss is : 0.5993001682505296
batch No.1117, time cost : 5.338298797607422, loss is : 1.1226877168486138
batch No.1118, time cost : 5.352445840835571, loss is : 0.8311017882784654
batch No.1119, time cost : 5.343927383422852, loss is : 0.7284043826134683
batch No.1120, time cost : 5.322823524475098, loss is : 0.9007947177342612
batch No.1121, time cost : 5.340293884277344, loss is : 0.8090747818357781
batch No.1122, time cost : 5.344540596008301, loss is : 0.6526565967254917
batch No.1123, time cost : 5.366819143295288, loss is : 0.8526586778016002
batch No.1124, time cost : 5.343460321426392, loss is : 0.5810896404880795
batch No.1125, time cost : 5.322178602218628, loss is : 1.3330254985647563
batch No.1126, time cost : 5.37499475479126, loss is : 0.48505572780329176
batch No.1127, time cost : 5.33464789390564, loss is : 0.6023635585704026
batch No.1128, time cost : 5.366294860839844, loss is : 0.9445408471641783
batch No.1129, time cost : 5.3675737380981445, loss is : 0.6278215411667577
batch No.1130, time cost : 5.352959394454956, loss is : 0.6958412670750134
batch No.1131, time cost : 5.367959022521973, loss is : 0.8482463244812857
batch No.1132, time cost : 5.3495192527771, loss is : 1.2663387788140539
batch No.1133, time cost : 5.351577043533325, loss is : 0.7543077656414499
batch No.1134, time cost : 5.341038942337036, loss is : 1.008450547492959
batch No.1135, time cost : 5.349672555923462, loss is : 0.8717396990542897
batch No.1136, time cost : 5.3901379108428955, loss is : 0.590535638703904
batch No.1137, time cost : 5.383142948150635, loss is : 0.9671638647808907
batch No.1138, time cost : 5.3306193351745605, loss is : 0.7138119519944748
batch No.1139, time cost : 5.339476823806763, loss is : 0.6839142570490393
batch No.1140, time cost : 5.380238771438599, loss is : 0.7389353935150837
batch No.1141, time cost : 5.36719822883606, loss is : 0.7625874428792405
batch No.1142, time cost : 5.3699564933776855, loss is : 0.5409063594617445
batch No.1143, time cost : 5.349272966384888, loss is : 0.854178016968499
batch No.1144, time cost : 5.357497692108154, loss is : 0.7374954728972074
batch No.1145, time cost : 5.366925001144409, loss is : 0.8483984977271308
batch No.1146, time cost : 5.332519292831421, loss is : 0.8095459280602118
batch No.1147, time cost : 5.337116479873657, loss is : 0.6990691025029201
batch No.1148, time cost : 5.328309774398804, loss is : 0.8864717510177558
batch No.1149, time cost : 5.34714412689209, loss is : 0.9557845610929694
batch No.1150, time cost : 5.361120700836182, loss is : 0.8931750585273346
batch No.1151, time cost : 5.373949766159058, loss is : 0.7626304140973603
batch No.1152, time cost : 5.363704442977905, loss is : 1.020055711725735
batch No.1153, time cost : 5.369684457778931, loss is : 0.7337017764596984
batch No.1154, time cost : 5.370690584182739, loss is : 0.7214849836179307
batch No.1155, time cost : 5.353151321411133, loss is : 0.6612292600666227
batch No.1156, time cost : 5.370218992233276, loss is : 0.6762259927011361
batch No.1157, time cost : 5.3434789180755615, loss is : 0.7817215897991843
batch No.1158, time cost : 5.354549407958984, loss is : 0.926056035133726
batch No.1159, time cost : 5.378791093826294, loss is : 0.9098629376887518
batch No.1160, time cost : 5.342329978942871, loss is : 0.44570971719378316
batch No.1161, time cost : 5.3303306102752686, loss is : 0.7582123906335978
batch No.1162, time cost : 5.354828596115112, loss is : 0.6195487459097715
batch No.1163, time cost : 5.35141134262085, loss is : 0.8107545509980222
batch No.1164, time cost : 5.369775295257568, loss is : 0.7401942907644913
batch No.1165, time cost : 5.332365274429321, loss is : 0.7513464564913568
batch No.1166, time cost : 5.354000806808472, loss is : 0.8098856465696681
batch No.1167, time cost : 5.338166236877441, loss is : 1.1212931820872842
